my.site.num,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,lum.spp.richness,native.spp.richness,jumping.spp.richness,spp.richness,Max.pack.num,Dendrobaena.octaedra,Lumbricus.unknown,Aporrect.unknown,Dendrobaena.unknown,Lumbricus.rubellus,en.Dendrobaena.aplina,a.Lumbricus.terrestris,Octalasion.tyrtaeum,Octalasian.unknown,Aporrectodea.caliginosa,Apporectodea.rosea,Aporrectodea.turgida (APTU),Bimastos.rubidus,Unknown,Lumbricus.castaneus,Dendrodrilus.unknown,Octolasion.cyaneum,Amynthas.agrestis,Eisenia.fetida,Allolobophora.chlorotica,Aporrectodea.longa,endo.unknown,Amynthas.unknown,Eisenoides.lonnbergi,Eisenia.teteadra,Amynthas.tokioensis,epi.unknown,epi/endo.unknown,Dendrodrilus.terrestris,Lumbricus.octaedra,anecic.unknown,row.totals
325,P200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,46.32148,-90.8528,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,213,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
327,P300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,46.3219,-90.8535,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,214,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
332,Q150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35183,-91.2897,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,215,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
333,Q200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35199,-91.2904,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,216,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
334,Q250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.352,-91.291,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.4,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,217,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
339,R200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38807,-91.2819,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.3,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,218,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
344,S50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.42943,-91.3157,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,3,219,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
366,AA350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58154,-94.5554,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,220,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
367,AA400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.5817,-94.5562,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.4,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,221,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
369,BB200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.54852,-94.5102,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,222,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
371,BB300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.54934,-94.5098,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.9,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,223,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
375,BB500,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.55104,-94.5088,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.6,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,224,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
385,DD150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.24718,-94.3994,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,225,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
388,DD300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.24707,-94.3977,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,226,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
389,DD350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.24653,-94.397,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,227,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
390,DD400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.24644,-94.3964,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.6,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,228,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
394,EE300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.22534,-94.4195,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,229,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
398,EE500,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.22435,-94.4177,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,6.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,230,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
430,KK200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.41291,-94.5598,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,4.9,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,231,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
432,KK300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.41334,-94.5608,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,232,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
433,KK350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.41317,-94.5615,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,233,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
434,KK400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.41316,-94.5622,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,234,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
436,LL100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.2402,-94.359,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,235,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
437,LL150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.24074,-94.3585,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,236,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
445,MM250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.56085,-94.5218,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,237,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
447,MM350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.55991,-94.5215,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,6,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,238,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
448,MM400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.55955,-94.5212,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,239,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
450,NN100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.67849,-93.8103,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,240,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
451,NN150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.67734,-93.8103,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,241,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
453,NN250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.67662,-93.8095,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,242,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
454,NN300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.67644,-93.8094,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,243,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
456,NN400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.67557,-93.8088,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,244,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
465,PP100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45189,-94.2893,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,245,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
467,PP200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.452,-94.2876,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.9,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,246,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
468,PP250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45209,-94.2876,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,247,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
470,PP350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.4522,-94.2862,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.4,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,248,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
475,QQ250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45763,-94.2938,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,249,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
477,QQ350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45773,-94.2924,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,250,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
482,RR250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53694,-94.4707,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,251,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
484,RR350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53652,-94.4696,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,6,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,252,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
494,TT50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.24321,-94.4023,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,253,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
500,TT350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.24241,-94.3993,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,6.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,3,254,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
506,FL:ATFCTBL,"Saltmarsh et al., 2016",N,0.9,10,0.09,Mustard,,,,2011,July,60.7279,-150.7236,US,Alaska,,,,,,,,,,5.74,Soil pH meter,,26,,,,,,,,,,,3,255,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
507,FLT: wot,"Saltmarsh et al., 2016",N,0.18,2,0.09,Mustard,,,,2011,July,60.4906,-150.0734,US,Alaska,,,,,,,,,,5.74,Soil pH meter,,26,,,,,,,,,,,3,256,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
545,2,"Wironen & Moore et al., 2006",,,3,,,50,,,,,,,,,,415,,hardwood forest,A. saccharum,Sugar maple,,,1058,,,,,,6.2,,,,,,,,,3,257,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
635,WOA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.669939,-110.967747,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,3,258,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
658,3-1,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.698333,-72.37,US,Vermont,100,359,,watershed ,,Maple-Fir-Hemlock,,,NA,3.93,soil/water slurry,,,,,,,,,,,,,3,259,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
660,3-3,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.683333,-72.371389,US,Vermont,100,358,,watershed ,,Maple-Hemlock-Pine,,,NA,3.93,soil/water slurry,,,,,,,,,,,,,3,260,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
710,1543,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Sep,45.16725,-90.578321,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,,,3,261,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
712,1562,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Nov,45.965101,-90.225245,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,,,3,262,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
722,1639,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Sep,45.215578,-90.661561,US,Wisconsin,,,,Hardwook Forest,,Aspen/Paper Birch,,,670,,,,20,-15,,,,,,,,,,3,263,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
726,1A-HETH-3,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.14279639,-90.93086693,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple-Basswood Forest,,,,,,,,,,,,,,,,,,3,264,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
727,1B-OVEN-6,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.0866627,-91.06897613,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,,,3,265,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
728,1C-OVEN-2,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.36132157,-91.26179402,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,,,3,266,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
731,1L-OVEN-14,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.28357909,-91.15926364,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,,,3,267,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
734,1R-HETH-3,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.42175744,-91.30504464,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,,,3,268,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30,Site 16,"Duffy, 2020",N,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81595,-75.50883,US,New York,NA,,,forest,,,,,,4.8,,37.15531657,,,,,,,,18.50760923,,,,3,269,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
45,CBF-PP-3,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.75808333,-75.42995,US,New York,78.102,435,,plantation,,,,,,6.14,,,,,,,,,,,,,,3,270,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54,CBP-SM-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,June,42.80268333,-75.62493333,US,New York,460,469,,deciduous forest,,,,,,5.83,,,,,,,,,,,,,,3,271,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59,CGC-OF-2,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.81283333,-75.53835,US,New York,300.832,394,,old field,,,,,,6.27,,,,,,,,,,,,,,3,272,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
67,CPF-MF-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.81173333,-75.56465,US,New York,411.461,398,,deciduous forest,,,,,,4.54,,,,,,,,,,,,,,3,273,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
92,SBC-OF-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.84945,-75.31455,US,New York,40,453,,old field,,,,,,5.77,,,,,,,,,,,,,,3,274,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
137,LTPD,"McCay & Scull, 2019",N,,,0.36,,,50,Wetland sites,2014,June,42.76333333,-75.40527778,US,New York,,,,NA,,,,,,,,,,,,,,,,,,,,3,275,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
162,Tompkins,"Bohlen et al., 2004",N,1,4,0.25,Formalin,,,,1999,April,41.833333,-73.750000,US,New York,,,,Secondary-growth forest,A. saccharum,Sugar maple,,,980,4.2-5.0,NA,,,,21.8 C,,,,,,,,,3,276,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
179,17,"Wellnitz et al., 2020",N,0.6,3,0.2,mustard,,island,islands in MN boundary waters,2016,July,47.883667,-91.441667,US,Minnesota,NA,,,mixed forest,,"pine, cedar, fir, birch, aspen",,,660-780,,,,20,-11,NA,,,,,7.39,,,,3,277,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
644,Hayfield,"Whalen, 2004",N,9.386,65,0.1444,hand/formalin,NA,NA,,2001-2002,,45.05,-75.183333,CA,Quebec,,,,agriculture,NA,NA,,"grass, legumes",940,6.5,soil/water slurry,,18,-10.3,,,,,,,,,,3,278,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
690,9-3,"Richardson et al., 2015",Y,0.25,1,,Hand-sorted,50,50,Montshire Museum,2013,September and October,43.6975,-72.3075,US,Vermont,100,161,,lowland forests,,Pine-Beech-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,,,3,279,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
